200,,,,
373,,,,
374,,,,
375,,,,
376,,,,
377,,,,
378,,,,
379,,,,
380,OH,US,190/307,E
381,,,,
382,,CANADA,,
383,,,,
384,,,,
385,UT,US,385/801,M
386,FL,US,,E
387,,CANADA,,
388,,,,
389,,,,
390,,,,
391,,,,
392,,,,
393,,,,
394,,,,
395,,,,
396,,,,
397,,,,
398,,,,
399,,,,
400,,,,
401,RI,US,,E
402,NE,US,134/177,C
403,ALBERTA,CANADA,403/587/780,M
404,GA,US,404/470/678,E
405,OK,US,,C
406,MT,US,,M
407,FL,US,407/689,E
408,CA,US,136/223,P
409,TX,US,,C
410,MD,US,410/443/667,E
411,,,,
412,PA,US,206/439,E
413,MA,US,,E
414,WI,US,,C
415,CA,US,,P
416,ONTARIO,CANADA,416/437/647,E
417,MO,US,,C
418,QUEBEC,CANADA,418/581,E
419,OH,US,419/567,E
420,,,,
421,,,,
422,,,,
423,TN,US,,EC
424,CA,US,155/212,P
425,WA,US,,P
426,,,,
427,,,,
428,,CANADA,,
429,,,,
430,TX,US,10/21,C
431,MANITOBA,CANADA,204/431,
432,TX,US,,C
433,,,,
434,VA,US,,E
435,UT,US,,M
436,,,,
437,ONTARIO,CANADA,416/437/647,E
438,QUEBEC,CANADA,219/257,E
439,,,,
440,OH,US,,E
441,BERMUDA,BERMUDA,,A
442,CA,US,221/380,P
443,MD,US,410/443/667,E
444,,,,
445,,,,
446,,,,
447,IL,US,217/447,C
448,,,,
449,,,,
450,QUEBEC,CANADA,150/193,E
451,,,,
452,,,,
453,,,,
454,,,,
455,,,,
456,NANP AREA,,,
457,,,,
458,OR,US,458/541,MP
459,,,,
460,,CANADA,,
461,,,,
462,,,,
463,,,,
464,IL,US,116/177,C
465,,,,
466,,,,
467,,,,
468,,CANADA,,
469,TX,US,214/469/972,C
470,GA,US,404/470/678/770,E
471,,,,
472,,,,
473,GRENADA,GRENADA,,A
474,,CANADA,,
475,CT,US,203/475,E
476,,,,
477,,,,
478,GA,US,,E
479,AR,US,,C
480,AZ,US,,M
481,,,,
482,,,,
483,,,,
484,PA,US,242/305,E
485,,,,
486,,,,
487,,CANADA,,
488,,,,
489,,,,
490,,,,
491,,,,
492,,,,
493,,,,
494,,,,
495,,,,
496,,,,
497,,,,
498,,,,
499,,,,
500,NANP AREA,,500/533/544/566,
501,AR,US,,C
502,KY,US,,E
503,OR,US,503/971,P
504,LA,US,,C
505,NM,US,,M
506,NEW BRUNSWICK,CANADA,,A
507,MN,US,,C
508,MA,US,254/387,E
509,WA,US,,P
510,CA,US,,P
511,,,,
512,TX,US,512/737,C
513,OH,US,283/513,E
514,QUEBEC,CANADA,219/257,E
515,IA,US,,C
516,NY,US,,E
517,MI,US,,E
518,NY,US,,E
519,ONTARIO,CANADA,226/519,E
520,AZ,US,,M
521,NANP AREA,,,
522,NANP AREA,,,
523,NANP AREA,,,
524,NANP AREA,,,
525,NANP AREA,,,
526,NANP AREA,,,
527,NANP AREA,,,
528,NANP AREA,,,
529,NANP AREA,,,
530,CA,US,,P
531,NE,US,134/177,C
532,NANP AREA,,,
533,NANP AREA,,500/533/544/566,
534,WI,US,534/715,C
535,,,,
536,,,,
537,,CANADA,,
538,NANP AREA,,,
539,OK,US,539/918,C
540,VA,US,,E
541,OR,US,458/541,MP
542,NANP AREA,,,
543,NANP AREA,,,
544,NANP AREA,,500/533/544/566,
545,NANP AREA,,,
546,,,,
547,NANP AREA,,,
548,,CANADA,,
549,NANP AREA,,,
550,NANP AREA,,,
551,NJ,US,201/551,E
552,NANP AREA,,,
553,NANP AREA,,,
554,NANP AREA,,,
555,,,,
556,NANP AREA,,,
557,MO,US,314/557,C
558,,,,
559,CA,US,,P
560,,,,
561,FL,US,,E
562,CA,US,,P
563,IA,US,,C
564,WA,US,30/47,P
565,,,,
566,NANP AREA,,500/533/544/566,
567,OH,US,419/567,E
568,,CANADA,,
569,NANP AREA,,,
570,PA,US,136/285,E
571,VA,US,571/703,E
572,,,,
573,MO,US,,C
574,IN,US,,EC
575,NM,US,,M
576,,,,
577,NANP AREA,,,
578,NANP AREA,,,
579,QUEBEC,CANADA,150/193,E
580,OK,US,,C
581,QUEBEC,CANADA,418/581,
582,,US,,
583,,,,
584,,CANADA,,
585,NY,US,,E
586,MI,US,,E
587,ALBERTA,CANADA,403/587/780,M
588,NANP AREA,,,
589,NANP AREA,,,
590,,,,
591,,,,
592,,,,
593,,,,
594,,,,
595,,,,
596,,,,
597,,,,
598,,,,
599,,,,
600,CANADA,CANADA,,
601,MS,US,601/769,C
602,AZ,US,,M
603,NH,US,,E
604,BRITISH COLUMBIA,CANADA,302/389,P
605,SD,US,,CM
606,KY,US,,EC
607,NY,US,,E
608,WI,US,,C
609,NJ,US,,E
610,PA,US,242/305,E
611,,,,
612,MN,US,,C
613,ONTARIO,CANADA,343/613,E
614,OH,US,190/307,E
615,TN,US,,C
616,MI,US,,E
617,MA,US,617/857,E
618,IL,US,309/365,C
619,CA,US,,P
620,KS,US,,CM
621,,,,
622,,,,
623,AZ,US,,M
624,,,,
625,,,,
626,CA,US,,P
627,,US,,
628,,US,,
629,,,,
630,IL,US,331/630,C
631,NY,US,,E
632,,,,
633,,,,
634,,,,
635,,,,
636,MO,US,,C
637,,,,
638,,,,
639,SASKATCHEWAN,CANADA,34/71,C
640,,,,
641,IA,US,,C
642,,,,
643,,,,
644,,,,
645,,,,
646,NY,US,212/646/917,E
647,ONTARIO,CANADA,416/437/647,E
648,,,,
649,TURKS & CAICOS ISLANDS,TURKS & CAICOS ISLANDS,,E
650,CA,US,,P
651,MN,US,,C
652,,,,
653,,,,
654,,,,
655,,,,
656,,,,
657,CA,US,219/238,P
658,JAMAICA,JAMAICA,,
659,AL,US,205/659,C
660,MO,US,,C
661,CA,US,,P
662,MS,US,,C
663,,,,
664,MONTSERRAT,MONTSERRAT,,A
665,,,,
666,,,,
667,MD,US,410/443/667,E
668,,,,
669,CA,US,136/223,P
670,CNMI,US,,(UTC+10)
671,GU,US,,(UTC+10)
672,,CANADA,,
673,,,,
674,,,,
675,,,,
676,,,,
677,,,,
678,GA,US,404/470/678/770,E
679,MI,US,313/679,E
680,,,,
681,WV,US,304/681,E
682,TX,US,682/817,C
683,,CANADA,,
684,AS,US,,
685,,,,
686,,,,
687,,,,
688,,,,
689,FL,US,407/689,E
690,,,,
691,,,,
692,,,,
693,,,,
694,,,,
695,,,,
696,,,,
697,,,,
698,,,,
699,,,,
700,NANP AREA,,,
701,ND,US,,CM
702,NV,US,702/725,P
703,VA,US,571/703,E
704,NC,US,176/245,E
705,ONTARIO,CANADA,83/235,E
706,GA,US,353/381,E
707,CA,US,,P
708,IL,US,116/177,C
709,NEWFOUNDLAND,CANADA,,NA
710,US,US,,
711,,,,
712,IA,US,,C
713,TX,US,281/713/832,C
714,CA,US,219/238,P
715,WI,US,534/715,C
716,NY,US,,E
717,PA,US,,E
718,NY,US,347/718/917/929,E
719,CO,US,,M
720,CO,US,101/240,M
721,SINT MAARTEN,SINT MAARTEN,,A
722,,,,
723,,,,
724,PA,US,362/439,E
725,NV,US,702/725,P
726,,,,
727,FL,US,,E
728,,,,
729,,,,
730,IL,US,309/365,C
731,TN,US,,C
732,NJ,US,183/212,E
733,,,,
734,MI,US,679/734,E
735,,,,
736,,,,
737,TX,US,512/737,C
738,,,,
739,,,,
740,OH,US,,E
741,,,,
742,,CANADA,,
743,,,,
744,,,,
745,,,,
746,,,,
747,CA,US,747/818,P
748,,,,
749,,,,
750,,,,
751,,,,
752,,,,
753,,CANADA,,
754,FL,US,377/477,E
755,,,,
756,,,,
757,VA,US,,E
758,ST. LUCIA,ST. LUCIA,,A
759,,,,
760,CA,US,221/380,P
761,,,,
762,GA,US,353/381,E
763,MN,US,,C
764,,US,,
765,IN,US,,E
766,,,,
767,DOMINICA,DOMINICA,,A
768,,,,
769,MS,US,601/769,C
770,GA,US,470/678/770,E
771,,,,
772,FL,US,,E
773,IL,US,773/872,C
774,MA,US,254/387,E
775,NV,US,,P
776,,,,
777,,,,
778,BRITISH COLUMBIA,CANADA,236/604/778 236/250/778,P
779,IL,US,779/815,C
780,ALBERTA,CANADA,403/587/780,M
781,MA,US,339/781,E
782,NOVA SCOTIA-PRINCE EDWARD ISLAND,CANADA,391/451,A
783,,,,
784,ST. VINCENT & GRENADINES,ST. VINCENT & GRENADINES,,A
785,KS,US,,CM
786,FL,US,305/786,E
787,PUERTO RICO,US,787/939,A
788,,,,
789,,,,
790,,,,
791,,,,
792,,,,
793,,,,
794,,,,
795,,,,
796,,,,
797,,,,
798,,,,
799,,,,
800,NANP AREA,,,
801,UT,US,385/801,M
802,VT,US,,E
803,SC,US,,E
804,VA,US,,E
805,CA,US,,P
806,TX,US,,C
807,ONTARIO,CANADA,,EC
808,HI,US,,(UTC-10)
809,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,809/829/849,E
810,MI,US,,E
811,,,,
812,IN,US,,EC
813,FL,US,,E
814,PA,US,,E
815,IL,US,1 36/779,C
816,MO,US,272/325,C
817,TX,US,682/817,C
818,CA,US,747/818,P
819,QUEBEC,CANADA,91/97,E
820,,,,
821,,,,
822,,,,
823,,,,
824,,,,
825,,CANADA,,
826,,,,
827,,,,
828,NC,US,,E
829,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,809/829/849,E
830,TX,US,,C
831,CA,US,,P
832,TX,US,281/713/832,C
833,,,,
834,,,,
835,,US,,
836,,,,
837,,,,
838,,,,
839,,,,
840,,,,
841,,,,
842,,,,
843,SC,US,,E
844,NANP AREA,,,E
845,NY,US,,E
846,,,,
847,IL,US,32/121,C
848,NJ,US,183/212,E
849,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,809/829/849,E
850,FL,US,,EC
851,,CANADA,,
852,,,,
853,,,,
854,,,,
855,NANP AREA,,,
856,NJ,US,,E
857,MA,US,617/857,E
858,CA,US,,P
859,KY,US,,E
860,CT,US,860/959,E
861,,,,
862,NJ,US,862/973,E
863,FL,US,,E
864,SC,US,,E
865,TN,US,,E
866,NANP AREA,,,
867,YUKON-NW TERR.-NUNAVUT,CANADA,,CMP
868,TRINIDAD & TOBAGO,TRINIDAD AND TOBAGO,,A
869,ST. KITTS & NEVIS,ST. KITTS AND NEVIS,,A
870,AR,US,109/290,C
871,,CANADA,,
872,IL,US,312/773/872,C
873,QUEBEC,CANADA,91/97,E
874,,,,
875,,,,
876,JAMAICA,JAMAICA,,E
877,NANP AREA,,800/855/866/877,
878,PA,US,412/724/878,E
879,,CANADA,,
880,,,,
881,,,,
882,,,,
883,,,,
884,,,,
885,,,,
886,,,,
887,,,,
888,NANP AREA,,,
889,,,,
890,,,,
891,,,,
892,,,,
893,,,,
894,,,,
895,,,,
896,,,,
897,,,,
898,,,,
899,,,,
900,NANP AREA,,,
901,TN,US,,C
902,NOVA SCOTIA-PRINCE EDWARD ISLAND,CANADA,391/451,A
903,TX,US,10/21,C
904,FL,US,,E
905,ONTARIO,CANADA,289/365/905,E
906,MI,US,,EC
907,AK,US,,(UTC-9)
908,NJ,US,,E
909,CA,US,,P
910,NC,US,,E
911,,,,
912,GA,US,,E
913,KS,US,,C
914,NY,US,,E
915,TX,US,,CM
916,CA,US,,P
917,NY,US,212/646/917,E
918,OK,US,539/918,C
919,NC,US,919/984,E
920,WI,US,137/460,C
921,,,,
922,,,,
923,,,,
924,,,,
925,CA,US,,P
926,,,,
927,,,,
928,AZ,US,,M
929,NY,US,347/718/917/929,E
930,IN,US,406/465,E
931,TN,US,,EC
932,,,,
933,,,,
934,,,,
935,,US,,
936,TX,US,,C
937,OH,US,,E
938,AL,US,128/469,C
939,PUERTO RICO,US,787/939,A
940,TX,US,,C
941,FL,US,,E
942,,CANADA,,
943,,,,
944,,,,
945,,,,
946,,,,
947,MI,US,248/947,E
948,,,,
949,CA,US,,P
950,,,,
951,CA,US,,P
952,MN,US,,C
953,,,,
954,FL,US,1 100/377,E
955,,,,
956,TX,US,,C
957,,,,
958,,,,
959,CT,US,860/959,E
960,,,,
961,,,,
962,,,,
963,,,,
964,,,,
965,,,,
966,,,,
967,,,,
968,,,,
969,,,,
970,CO,US,,M
971,OR,US,503/971,P
972,TX,US,214/469/972,C
973,NJ,US,862/973,E
974,,,,
975,MO,US,272/325,C
976,,,,
977,,,,
978,MA,US,117/326,E
979,TX,US,,C
980,NC,US,176/245,E
981,,,,
982,,,,
983,,,,
984,NC,US,919/984,E
985,LA,US,,C
986,,,,
987,,,,
988,,,,
989,MI,US,,E
990,,,,
991,,,,
992,,,,
993,,,,
994,,,,
995,,,,
996,,,,
997,,,,
998,,,,
999,,,,
